intro_location,gender,age,education,occupation,marital_status,occupation_partner,hh_members_total,hh_member_rela_1,hh_educ_1,hh_occ_1,hh_age_1,hh_kids_1,hh_live_1,hh_member_rela_2,hh_educ_2,hh_occ_2,hh_age_2,hh_kids_2,hh_live_2,hh_member_rela_3,hh_educ_3,hh_occ_3,hh_age_3,hh_kids_3,hh_live_3,hh_member_rela_4,hh_educ_4,hh_occ_4,hh_age_4,hh_kids_4,hh_live_4,A15_5,A16_5,A17_5,hh_age_5,hh_kids_5,A20_5,A15_6,A16_6,A17_6,hh_age_6,hh_kids_6,hh_children,child_count,child1_educ,child1_occ,talked_to_yesterday,H2i1,H2i2,H2i3,H2i4,H2i5,H2i6,friends,family,clients,talk_to_most,paid_expenses,fund_I2_1,fund_I2i,paid_for_you,fund_I4_1,fund_I4i,chama,chama_freq,loan,fund_I7i,fund_I8_1,friend_loan,fund_I10_1,med_insurance,med_i_used,med_i_for,med_source_funds,fund_I15,need_source,sofa,chairs,bed,fund_I17_4,cellphone,mattress,own_savings,loan_relatives,gifts,loans_from_friends,gifts_from_friends,fund_I19_6,fund_I19_7,fund_I19_8,church,church_members,church_friends,church_loan,most_food,fav_hobbie,floor,USAIDJ3_1,showers,toilet,rooms,water_source,main_toilet,electricity,refrigerator,USAIDJ11,own_house,jiko_coal,iron,USAIDJ14,radio,radio_cassette,electric_gas_cooker,charcoal_iron,livestock,personal_daily_income,hh_daily_income,passed_away_5,passed_away_10,hh_chronic_illness5,hh_chronic_illness10,main_finance,second_finance,savings_account,interests,shares,collateral,guarantor,investment,inflation,pension,mortgage,nssf,nhif,adr,nairobi_se,deposit_protection_fund,credit_ref,policy_comp,finlitK4_8,crb_report,scam_invest,scam_invest12,scam_lost,FA_bank,FA_ins_comp,other_spec,fin_prov_trust1,fin_prov_trust2,high_interest,low_interest,old_worry,reg_aside_particular,reg_aside_unexpected,paln_allocate_money,live_today,trouble_money_last,finlitK26,loan_for_loan,live_minus_bank,finlitK29,finlitK30_1,mpesa_comfort,mshwari_account,mshwari_comfort,L3,L5,L7,mpesa,mshwari,duration,age40_49,age50_59,age60_69,age70_up,age_sum,educ_sum,relationship,total_educ,total_age_children,very_poor,not_very_poor,not_org_floor,piped_water,flush_toilet,home_elec,time_pref,urban,peri_urban,rural,bank,ag_land,network_comfort,sleeping,small_bus_owner,small_bus_partner,inf_sec_worker,casual_worker,hh_very_poor,pat_index2,pat_index3,random,insample,pat_index2_10,pat_index2_20,pat_index2_35,lpat_index2
Kitengela,Female,51,Form 1,Own a small business,Single,,2,self/respondent,Form 1,Own a small business,51,Yes,Yes,own child,Standard 8,Not working,25,No,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Form 4,Not working,5,7,1,6,3,5,,2,1,0,sibling,No,,,No,,,Yes,1,No,0,,No,,Yes,Yes,"fever, malaria","Harmbee,chama loan","Politicians to help (donations),harambee",Yes,Chairs,Agricultural land,Livestock ,,Bed,Mattress,Own savings,Merry-go-round (ROSCA),,,,,,,Yes,400,5,2,Ugali,Sleeping,Cement,Paraffin stove,0,0,1,Piped into plot/yard,VIP latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,No,No,,No,No,No,No,No,500,500,No,No,No,No,You ,You ,Savings account,Interest,Shares,Guarantor,Investment,Inflation,Pension,Mortgage,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Alternative Dispute Resolution (ADR),Nairobi Securities Exchange (NSE),Deporsit Protection Fund (DPF),Credit Reference Bureau (CRB),Policy Conpensation Fund (PCF),,No,No,,,Chama/ROSCA,,,ASCA/ROSCA/chama,"Mobile Money Provider (MPESA, Airtel money, Orange money)",Bank,"Mobile Money Provider (MPESA, Airtel money, Orange money)",Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Educating yourself or your family,Gone to work,7,Yes,7,0,0,1,1,1,58,,1,,,50-59,Secondary,0,13,76,0,0,1,1,0,1,0.5,0,1,0,0,0,4.4000001,1,1,0,0,0,0,0.23076923,0,0.023649842,1,0,1,1,0.20763937
Kibera,Female,40,Standard 4,Casual worker,"Monogamous couple (one man, one wife)",Casual worker,4,self/respondent,Standard 4,Casual worker,40,Yes,Yes,oldest/only spouse,Standard 5,Casual worker,45,Yes,Yes,own child,Standard 8,Not working,15,,,own child,Pre-school,Not working,5,,,,,,,,,,,,,,No,,,,10,2,2,4,4,7,7,3,3,3,oldest/only spouse,Yes,grandchild,17000,No,,,Yes,1,No,0,,No,,No,,,"Mikopo , michango, pesa kutoka kwa jamii","Kukopa pesa kwa chama , kuuza kitu chake anachomiliki",Yes,Motorbike/motorcycle/scooter,Agricultural land,Livestock ,,Cellphone,Chairs,Loan from friends,,,,,,,,Yes,70,2,0,"Ugali  kwa sukuma , managu name sagaa",Kukaa name kutulia,Tiles,Paraffin stove,1,1,1,Piped into plot/yard,Covered pit latrine,"National electricity service (i.e., Kenya KPLC)",Yes,0,No,Yes,Yes,1,Yes,No,No,No,No,100,200,Yes,Yes,No,No,You ,Spouse,Interest,Shares,,,,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),,,,,,,No,Yes,Yes,No,Radio,Television,,"Mobile Money Provider (MPESA, Airtel money, Orange money)",ASCA/ROSCA/chama,ASCA/ROSCA/chama,"Mobile Money Provider (MPESA, Airtel money, Orange money)",Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Putting food on the table,Watched television,7,No,,1,0,0,1,1,109,1,,,,40-49,Primary,1,0,105,1,,1,1,0,1,1,1,0,0,0,0,3.5999999,0,0,0,0,1,0,0.53846157,0.5,0.95031518,1,0,0,0,0.43078294
Kibera,Female,57,Form 2,Own a small business,Widow/widower,,8,self/respondent,Form 2,Own a small business,57,Yes,Yes,own child,Standard 8,Not working,30,Yes,Yes,own child,Form 4,Driver,23,No,,grandchild,Form 1,Not working,15,,,grandchild,Form 1,Not working,13,,,grandchild,Standard 6,Not working,11,,No,,,,20,7,7,7,7,6,7,5,0,20,Client,No,,,No,,,Yes,1,Yes,3000,Business investment,No,,No,,,"Loans from groups, help from the family",Ask the family to organize for harambee,Yes,Agricultural land,,,,Cellphone,Chairs,Gift from relatives,,,,,,,,Yes,50,15,15,Ugali and sukuma wiki,Relaxing in the house,Cement,Paraffin stove,0,0,1,Piped into plot/yard,Covered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,Yes,1,Yes,No,No,Yes,No,2000,2000,Yes,No,No,No,You ,Chidren,Savings account,Interest,Shares,Guarantor,Pension,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Nairobi Securities Exchange (NSE),Credit Reference Bureau (CRB),,,,,No,No,,,Bank,,,"Mobile Money Provider (MPESA, Airtel money, Orange money)",Bank,Shylock,Mshwari/KCB M-PESA,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Supporting/participitating in your church or mosque or place of worship,Gone to work,6,Yes,5,1,1,0,1,1,86,,1,,,50-59,Secondary,0,0,165,0,0,1,1,0,1,0.69999999,1,0,0,1,0,3,0,1,0,0,0,0,0.53846157,0.5,0.62375152,1,0,0,0,0.43078294
Kibera,Female,40,Standard 4,Informal sector,Separated or Divorced,,1,self/respondent,Standard 4,Informal sector,40,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Form 4,Not working,.d,,,,,,,,1,,own child,Yes,parent,1,Yes,other relative,1,No,,,0,,,,No,,,_98,Contributor,Yes,Cellphone,Sofa,Chairs,Table,Kerosene Stove,Kerosene Lamps,Gift from relatives,,,,,,,,Yes,-98,0,0,Ugali,Be with grandchildren to,Cement,Paraffin stove,0,0,1,Public tap,VIP latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,No,,Yes,Yes,No,No,No,500,500,No,No,No,No,You ,You ,Savings account,Interest,Guarantor,Investment,Pension,Mortgage,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),,,,,,,No,No,,,Self,,,"Mobile Money Provider (MPESA, Airtel money, Orange money)",Mshwari/KCB M-PESA,Bank,Don't know,Agree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Putting food on the table,Listened to radio,4,No,,0,0,0,0,1,106,1,,,,40-49,Primary,0,13,40,0,0,1,0,0,1,0.69999999,1,0,0,0,0,,0,0,0,1,0,0,0.38461539,0.375,0.71797967,1,0,0,1,0.32542241
Kibera,Female,40,Form 3,Own a small business,"Monogamous couple (one man, one wife)",Own a small business,6,self/respondent,Form 3,Own a small business,40,Yes,Yes,oldest/only spouse,Standard 8,Own a small business,45,Yes,Yes,own child,University 1,Not working,22,No,,own child,Form 4,Not working,21,No,,own child,Form 4,Not working,21,No,,own child,Standard 2,Not working,7,,No,,,,20,7,6,6,7,1,1,5,3,10,neigbour,Yes,oldest/only spouse,5000,Yes,brother/sister-in-law,10000,Yes,1,No,0,,No,,No,,," Contribution from friends, sale an asset ' loan from afriend",Seek friends for contribution,Yes,Agricultural land,,,,Table,Bed,SACCO,,,,,,,,Yes,300,20,5,Ugali and sukuma wiki,"Sleeping , washing",Cement,Paraffin stove,1,1,1,Piped into plot/yard,Covered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,No,,Yes,No,No,Yes,No,300,400,No,Yes,Yes,Yes,You ,Spouse,Savings account,Interest,Guarantor,Pension,,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),,,,,,,No,Yes,Yes,Yes,Chama/ROSCA,,,Mshwari/KCB M-PESA,ASCA/ROSCA/chama,Bank,SACCO,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Building a house/Improving your house ,Gone to work,7,Yes,6,0,0,0,1,1,98,1,,,,40-49,Secondary,1,0,156,0,0,1,1,0,1,0.80000001,1,0,0,0,0,2.0999999,0,1,1,0,0,0,0.46153846,0.375,0.18674481,1,0,0,0,0.37948963
Kibera,Female,52,Standard 3,Own a small business,Separated or Divorced,,6,self/respondent,Standard 3,Own a small business,52,Yes,Yes,grandchild,Standard 7,Not working,12,,,grandchild,Standard 6,Not working,10,,,own child,College 1,Not working,20,No,,own child,College 3,Not working,25,No,,nephew/niece,College 3,Not working,23,No,Yes,2,Standard 7,Driver,.d,,,,,,,3,5,10,own child,Yes,Church Member,3,Yes,Church Member,1,Yes,8,Yes,2,School expenses,Yes,School expenses,No,,,"Church contribution,NHIF contributions,harambee",Group contributions,No,Sewing Machine,,,,Cellphone,Sofa,Gift from relatives,Merry-go-round (ROSCA),,,,,,,Yes,-98,3,1,Ugali,Prayer meetings n talking to a friend,Cement,Paraffin stove,0,0,1,Piped into plot/yard,VIP latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,No,,Yes,No,No,No,No,500,500,No,No,No,No,You ,Chidren,Savings account,Interest,Shares,Collateral,Guarantor,Investment,Inflation,Pension,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Alternative Dispute Resolution (ADR),Credit Reference Bureau (CRB),,,,,No,No,,,Bank,NGO workshop/seminar,,Bank,"Mobile Money Provider (MPESA, Airtel money, Orange money)",Bank,ASCA/ROSCA/chama,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,"Keeping or get a new job/ Start or expand business/ Improve or expand farming activities (improving your livelihood-job, business or farm)",Watched television,6,No,,0,0,0,1,1,137,,1,,,50-59,Primary,0,20,142,0,0,1,1,0,1,0.60000002,1,0,0,1,0,,0,1,0,0,0,0,0.38461539,0.25,0.48729202,1,0,0,1,0.32542241
Kibera,Male,40,Standard 8,Own a small business,"Monogamous couple (one man, one wife)",Own a small business,8,self/respondent,Standard 8,Own a small business,40,Yes,Yes,oldest/only spouse,Form 4,Own a small business,33,Yes,Yes,own child,Form 1,Don't know,14,,,own child,Standard 6,Not working,11,,,own child,Form 3,Not working,10,,,own child,Standard 3,Not working,8,,No,,,,.d,,,,,,,3,7,4,own child,Yes,cousin,2,Yes,sibling,2,Yes,0,No,0,,No,,No,,,NHIF Card,Harambee,Yes,Cellphone,Sofa,Chairs,Table,Bed,Mattress,Gift from relatives,Gift from friends,Merry-go-round (ROSCA),,,,,,Yes,-98,10,4,Ugali and fish,Attend church,Cement,Paraffin stove,0,0,1,Piped into plot/yard,Uncovered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,Yes,1,No,Yes,No,No,Yes,400,700,No,No,No,No,You ,Spouse,Savings account,Interest,Shares,Collateral,Guarantor,Investment,Inflation,Pension,Mortgage,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Alternative Dispute Resolution (ADR),Nairobi Securities Exchange (NSE),Deporsit Protection Fund (DPF),Credit Reference Bureau (CRB),Policy Conpensation Fund (PCF),,No,Yes,No,No,Self,,,Bank,"Mobile Money Provider (MPESA, Airtel money, Orange money)","Mobile Money Provider (MPESA, Airtel money, Orange money)",Mshwari/KCB M-PESA,Disagree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Agree,Putting food on the table,Watched television,4,Yes,4,1,1,1,0,0,70,1,,,,40-49,Primary,1,0,126,0,0,1,1,0,1,0.69999999,1,0,0,0,0,,0,1,1,0,0,0,0.53846157,0.375,0.3574903,1,0,0,0,0.43078294
Kitengela,Female,42,Standard 7,Own a small business,Separated or Divorced,,3,self/respondent,Standard 7,Own a small business,42,Yes,No,own child,Form 3,Informal sector,24,Yes,No,own child,Standard 6,Not working,11,,,,,,,,,,,,,,,,,,,,No,,,,5,4,3,6,3,1,,1,2,2,own child,Yes,neigbour,3,No,,,Yes,4,No,0,,No,,No,,,"Harambee, loans",Harambee,No,Cellphone,Television,Livestock ,,Chairs,Bed,Gift from relatives,Loan from friends,Gift from friends,Merry-go-round (ROSCA),,,,,Yes,500,2,0,Ugali sukumawiki,Pray,Cement,Lignite / Coal or Charcoal,1,1,1,Public tap,Flush toilet,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,No,,No,No,No,No,Yes,800,1500,Yes,Yes,Yes,Yes,You ,Chidren,Savings account,Interest,Shares,Guarantor,Investment,Pension,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Credit Reference Bureau (CRB),,,,,,No,No,,,Chama/ROSCA,Radio,,Bank,"Mobile Money Provider (MPESA, Airtel money, Orange money)",Mshwari/KCB M-PESA,"Mobile Money Provider (MPESA, Airtel money, Orange money)",Strongly Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Educating yourself or your family,Listened to radio,6,Yes,5,1,1,1,1,1,36,1,,,,40-49,Primary,0,0,77,0,0,1,0,1,1,1,0,1,0,0,0,3.4000001,0,1,0,0,0,0,0.38461539,0.25,0.99554026,1,0,0,1,0.32542241
Kitengela,Male,48,Standard 7,Artisan,"Monogamous couple (one man, one wife)",Not working,3,self/respondent,Standard 7,Artisan,48,Yes,Yes,own child,Standard 7,Not working,15,,,own child,Standard 4,Not working,12,,,,,,,,,,,,,,,,,,,,Yes,3,Form 1,Not working,5,5,5,3,7,7,,3,0,0,Other unrelated,Yes,oldest/only spouse,4,Yes,cousin,1,Yes,2,No,0,,No,,Yes,Yes,"fever, malaria","Harambee, insurance ","Harambee, sell property ",Yes,Livestock ,,,,Kerosene Stove,Other agricultural machines or tools,Own savings,Loan from relatives,Loan from friends,Merry-go-round (ROSCA),,,,,Yes,-99,2,2,Vegetables and ugali,Relaxing at home,Cement,Lignite / Coal or Charcoal,0,0,2,Public tap,Uncovered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,No,,Yes,No,No,No,No,300,300,No,No,No,No,You ,Jointly with spouse,Savings account,Interest,Shares,Collateral,Guarantor,Investment,Pension,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),,,,,,,No,No,,,Chama/ROSCA,,,Bank,"Mobile Money Provider (MPESA, Airtel money, Orange money)",Bank,ASCA/ROSCA/chama,Strongly Agree,Disagree,Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Educating yourself or your family,Listened to radio,7,No,,1,0,0,1,1,42,1,,,,40-49,Primary,1,16,75,0,0,1,0,0,1,1,0,1,0,0,0,5.4000001,0,0,0,0,0,0,0.30769232,0.25,0.20418221,1,0,0,1,0.268264
Kitengela,Male,42,Standard 2,Informal sector,"Monogamous couple (one man, one wife)",Not working,1,self/respondent,Standard 2,Informal sector,42,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,Standard 8,Not working,5,7,6,4,4,6,,2,2,1,oldest/only spouse,Yes,nephew/niece,4,No,,,No,,,0,,,,No,,,Harambee,Harambee,Yes,Agricultural land,Livestock ,,,Bed,Mattress,Loan from relatives,Gift from relatives,Loan from friends,Gift from friends,,,,,Yes,50,6,2,Ugali,Mosque helping/praying,Earth,Paraffin stove,1,1,1,Piped into plot/yard,Covered pit latrine,Do not have electricity,No,,No,No,No,,No,No,No,No,Yes,500,500,Yes,Yes,Yes,Yes,You ,You ,Savings account,Interest,Shares,Guarantor,Pension,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),,,,,,,No,No,,,Church or mosque,Radio,,"Mobile Money Provider (MPESA, Airtel money, Orange money)",Mshwari/KCB M-PESA,Mshwari/KCB M-PESA,Don't know,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Educating yourself or your family,Listened to radio,7,Yes,7,1,1,1,1,1,52,1,,,,40-49,Primary,1,14,42,0,0,0,1,0,0,1,0,1,0,0,0,5.4000001,0,0,0,1,0,0,0.15384616,0,0.53271192,1,1,1,1,0.14310084
Kitengela,Male,43,Form 4,Casual worker,"Monogamous couple (one man, one wife)",Not working,1,self/respondent,Form 4,Casual worker,43,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,Form 3,Not working,10,5,2,7,2,1,6,7,3,0,oldest/only spouse,Yes,own child,1,Yes,sibling,1,No,,,0,,,,No,,,Through Savings,Through Harambee,Yes,Agricultural land,,,,Bed,,Loan from friends,,,,,,,,Yes,300,10,7,Cabbage,Praying,Cement,Paraffin stove,0,0,1,Public tap,VIP latrine,Do not have electricity,No,,No,No,No,,Yes,Yes,No,Yes,Yes,200,250,No,No,No,No,You ,You ,Savings account,Interest,Shares,Collateral,Guarantor,Investment,Inflation,Pension,Mortgage,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Alternative Dispute Resolution (ADR),Nairobi Securities Exchange (NSE),Deporsit Protection Fund (DPF),Credit Reference Bureau (CRB),Policy Conpensation Fund (PCF),,No,No,,,SACCO,,,Bank,SACCO,Shylock,Bank,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Educating yourself or your family,Attended social gathering/meeting,6,No,,1,1,1,1,1,154,1,,,,40-49,Secondary,1,22,43,0,1,1,0,0,0,1,0,1,0,0,0,4.3000002,0,0,0,0,1,0,0.38461539,0.375,0.88492215,1,0,0,1,0.32542241
Kitengela,Male,57,Standard 7,Casual worker,"Monogamous couple (one man, one wife)",Casual worker,3,self/respondent,Standard 7,Casual worker,57,Yes,No,oldest/only spouse,Form 4,Casual worker,54,Yes,No,Relative,**Refused,Casual worker,48,No,,,,,,,,,,,,,,,,,,,No,,,,3,7,6,5,,,,1,2,0,oldest/only spouse,Yes,nephew/niece,1,Yes,coworker,1,No,,,0,,,,Yes,No,,Savings,Harambee,Yes,Other agricultural machines or tools,,,,Agricultural land,,Loan from friends,,,,,,,,Yes,250,50,10,Ugali,Traveling,Cement,Lignite / Coal or Charcoal,0,0,1,Public tap,VIP latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,No,,Yes,No,No,Yes,Yes,1000,1500,Yes,Yes,No,No,Spouse,You ,Savings account,Interest,Shares,Guarantor,Investment,Pension,Mortgage,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Nairobi Securities Exchange (NSE),Deporsit Protection Fund (DPF),Credit Reference Bureau (CRB),,,,No,Yes,Yes,No,Bank,Friends/Family,,Bank,"Mobile Money Provider (MPESA, Airtel money, Orange money)",Don't know,None,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Building a house/Improving your house ,Listened to radio,3,No,,1,1,1,0,1,173,,1,,,50-59,Primary,1,0,159,0,0,1,0,0,1,1,0,1,0,1,1,6,0,0,0,0,1,0,0.46153846,0.375,0.76272839,1,0,0,0,0.37948963
Kikuyu,Female,68,None,Farmer,"Monogamous couple (one man, one wife)",Retired,7,self/respondent,None,Retired,68,Yes,Yes,other spouse,None,Retired,70,Yes,Yes,grandchild,Standard 8,40,18,Yes,Yes,own child,Standard 8,Not working,20,No,,grandchild,Pre-school,Not working,5,,,grandchild,Standard 2,Not working,7,,No,,,,3,7,2,3,,,,2,1,0,own child,Yes,Church Member,200,No,,,No,,,,,,,No,,,Harambee,Harambee,Yes,Sofa,,,,Bed,,Gift from relatives,Gift from friends,,,,,,,Yes,300,0,0,Githeri,Fetching firewood,Cement,"Organic fuels (Wood, Straw, Shrubs, Plants, Grass, Dung etc.)",1,1,3,Piped into dwelling,Covered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,Yes,Yes,No,,Yes,No,No,No,Yes,0,150,Yes,No,Yes,Yes,You ,Chidren,Savings account,,,,,,,,,Not heard of any of these,,,,,,,,No,No,,,Don‰Ûªt know,,,Don't know,Don't know,Don't know,Don't know,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Putting food on the table,Watched television,1,No,,1,1,1,0,1,81.550003,,,1,,60-69,None,1,0,205,1,,1,1,0,1,1,0,0,1,0,0,4,0,0,0,0,0,0,0.53846157,0.25,0.14348771,1,0,0,0,0.43078294
Kikuyu,Female,75,None,Retired,Widow/widower,,5,self/respondent,None,Retired,75,Yes,Yes,grandchild,Form 4,Driver,20,No,,grandchild,Standard 4,Not working,12,,,grandchild,Standard 7,Not working,13,,,own child,Standard 3,Not working,30,Yes,Yes,,,,,,Yes,3,Standard 7,Farmer,5,1,2,4,5,4,,2,3,0,own child,Yes,neigbour,100,No,,,Yes,4,Yes,1000,Asset purchase,No,,No,,,Harambee,Harambee,No,Cellphone,,,,Cellphone,Sofa,Gift from relatives,Gift from friends,,,,,,,Yes,300,0,0,Ugali,Basking,Cement,Lignite / Coal or Charcoal,1,1,3,Piped into dwelling,Covered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,Yes,Yes,No,,Yes,Yes,No,Yes,Yes,100,100,Yes,Yes,No,No,Chidren,Chidren,Shares,,,,,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),,,,,,,No,No,,,Don‰Ûªt know,,,None,None,Don't know,Don't know,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Putting food on the table,Watched television,1,No,,0,1,0,0,1,79.400002,,,,1,70 and up,None,0,22,150,1,,1,1,0,1,0.89999998,0,0,1,0,0,3.2,0,0,0,0,0,1,0.69230771,0.5,0.13459377,1,0,0,0,0.52609313
Kibera,Female,42,Form 4,Casual worker,"Monogamous couple (one man, one wife)",Artisan,2,oldest/only spouse,College 4,Artisan,46,Yes,No,self/respondent,Form 4,Casual worker,42,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,Form 3,Not working,6,7,7,1,1,1,7,2,1,0,oldest/only spouse,Yes,own child,3,No,,,No,,,,,,,Yes,Yes,"fever, malaria","Loans from friends,help from well wishers","Charitable organizations,seek help from relatives,neighbors and friends",Yes,Chairs,,,,Cellphone,,Own savings,Loan from friends,Bank loan,,,,,,No,,,,"Ugali and vegetables,githeri","Washing,cleaning",Wood,Paraffin stove,0,0,1,Public tap,Uncovered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,No,,Yes,No,No,No,Yes,200,700,No,No,Yes,Yes,You ,Spouse,Savings account,Interest,Shares,Investment,Pension,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),,,,,,,No,No,,,Friends/Family,,,"Mobile Money Provider (MPESA, Airtel money, Orange money)",Bank,Microfinance,"Mobile Money Provider (MPESA, Airtel money, Orange money)",Strongly Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Putting food on the table,Watched television,7,No,,1,0,1,1,1,115.03333,1,,,,40-49,Secondary,1,28,88,0,1,0,0,0,1,1,1,0,0,0,0,4,0,0,0,0,1,0,0.30769232,0.25,0.34727713,1,0,0,1,0.268264
Kikuyu,Male,42,Standard 7,Own a small business,"Monogamous couple (one man, one wife)",Not working,4,self/respondent,Standard 7,Own a small business,42,Yes,Yes,other spouse,Standard 4,Not working,36,Yes,Yes,own child,Standard 6,Not working,12,,,own child,Standard 1,Not working,7,,,,,,,,,,,,,,No,,,,5,7,2,3,4,5,,2,1,3,other spouse,No,,,Yes,other spouse,5500,No,,,,,,,No,,,"Harambee , selling assets","Harambee,selling assets",Yes,Sofa,Chairs,Bed,Mattress,"Other non-agricultural machines, tools or appliances for your home or business ",,Own savings,Gift from relatives,Gift from friends,,,,,,Yes,50,10,2,Ugali,Farming,Earth,"Organic fuels (Wood, Straw, Shrubs, Plants, Grass, Dung etc.)",1,1,2,Public tap,Covered pit latrine,Do not have electricity,No,,Yes,Yes,No,,Yes,No,No,No,Yes,100,100,No,Yes,Yes,No,You ,Spouse,Savings account,Shares,Guarantor,Pension,,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Nairobi Securities Exchange (NSE),,,,,,No,Yes,Yes,No,SACCO,NGO workshop/seminar,,SACCO,Mshwari/KCB M-PESA,Shylock,SACCO,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Putting food on the table,Listened to radio,1,No,,1,0,1,0,1,40.983334,1,,,,40-49,Primary,1,0,97,1,,0,0,0,0,1,0,0,1,0,0,4.1999998,0,1,0,0,0,1,0.30769232,0.25,0.44484362,1,0,0,1,0.268264
